normalized_name,count,artifact_class,paths,recommendation
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/answer_group_summary.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/answer_group_summary.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/answer_group_summary.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/answer_group_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/candidate_branch_table.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/candidate_branch_table.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/candidate_branch_table.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/candidate_branch_table.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/coverage_summary.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/coverage_summary.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/coverage_summary.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/coverage_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/difference_cases.jsonl,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/difference_cases.jsonl;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/difference_cases.jsonl;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/difference_cases.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/difference_cases_for_manual_inspection.md,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/difference_cases_for_manual_inspection.md;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/difference_cases_for_manual_inspection.md;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/difference_cases_for_manual_inspection.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/final_branch_states.jsonl,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/final_branch_states.jsonl;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/final_branch_states.jsonl;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/final_branch_states.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/loss_cases.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/loss_cases.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/loss_cases.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/loss_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/loss_cases.jsonl,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/loss_cases.jsonl;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/loss_cases.jsonl;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/loss_cases.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/loss_cases_for_manual_inspection.md,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/loss_cases_for_manual_inspection.md;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/loss_cases_for_manual_inspection.md;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/loss_cases_for_manual_inspection.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/manifest.json,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/manifest.json;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/manifest.json;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/manifest.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/missing_fields_report.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/missing_fields_report.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/missing_fields_report.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/missing_fields_report.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/per_case_method_results.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/per_case_method_results.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/per_case_method_results.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/per_case_method_results.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/per_method_summary.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/per_method_summary.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/per_method_summary.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/per_method_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/per_stratum_summary.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/per_stratum_summary.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/per_stratum_summary.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/per_stratum_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/planned_cases.csv,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/planned_cases.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/planned_cases.csv;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/planned_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_<timestamp>/tree_decision_traces.jsonl,3,provenance_only,outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T150000Z/tree_decision_traces.jsonl;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T151700Z/tree_decision_traces.jsonl;outputs/cohere_direct_reserve_validation_direct_reserve_scorer_data_collection_20260426T_FRESH_GSM8K_SCORER_VALIDATION/tree_decision_traces.jsonl,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/comparative_frontier_audit/<timestamp>/comparison_summary.csv,7,provenance_only,outputs/comparative_frontier_audit/20260413T215237Z/comparison_summary.csv;outputs/comparative_frontier_audit/20260413T215247Z/comparison_summary.csv;outputs/comparative_frontier_audit/20260413T215319Z/comparison_summary.csv;outputs/comparative_frontier_audit/20260413T221305Z/comparison_summary.csv;outputs/comparative_frontier_audit/20260414T000318Z/comparison_summary.csv;outputs/comparative_frontier_audit/20260414T001932Z/comparison_summary.csv;outputs/comparative_frontier_audit/20260414T001940Z/comparison_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/comparative_frontier_audit/<timestamp>/main_drawbacks_report.md,7,provenance_only,outputs/comparative_frontier_audit/20260413T215237Z/main_drawbacks_report.md;outputs/comparative_frontier_audit/20260413T215247Z/main_drawbacks_report.md;outputs/comparative_frontier_audit/20260413T215319Z/main_drawbacks_report.md;outputs/comparative_frontier_audit/20260413T221305Z/main_drawbacks_report.md;outputs/comparative_frontier_audit/20260414T000318Z/main_drawbacks_report.md;outputs/comparative_frontier_audit/20260414T001932Z/main_drawbacks_report.md;outputs/comparative_frontier_audit/20260414T001940Z/main_drawbacks_report.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/comparative_frontier_audit/<timestamp>/method_metrics.csv,7,provenance_only,outputs/comparative_frontier_audit/20260413T215237Z/method_metrics.csv;outputs/comparative_frontier_audit/20260413T215247Z/method_metrics.csv;outputs/comparative_frontier_audit/20260413T215319Z/method_metrics.csv;outputs/comparative_frontier_audit/20260413T221305Z/method_metrics.csv;outputs/comparative_frontier_audit/20260414T000318Z/method_metrics.csv;outputs/comparative_frontier_audit/20260414T001932Z/method_metrics.csv;outputs/comparative_frontier_audit/20260414T001940Z/method_metrics.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/comparative_frontier_audit/<timestamp>/oracle_gap_summary.csv,7,provenance_only,outputs/comparative_frontier_audit/20260413T215237Z/oracle_gap_summary.csv;outputs/comparative_frontier_audit/20260413T215247Z/oracle_gap_summary.csv;outputs/comparative_frontier_audit/20260413T215319Z/oracle_gap_summary.csv;outputs/comparative_frontier_audit/20260413T221305Z/oracle_gap_summary.csv;outputs/comparative_frontier_audit/20260414T000318Z/oracle_gap_summary.csv;outputs/comparative_frontier_audit/20260414T001932Z/oracle_gap_summary.csv;outputs/comparative_frontier_audit/20260414T001940Z/oracle_gap_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/comparative_frontier_audit/<timestamp>/run_manifest.json,7,provenance_only,outputs/comparative_frontier_audit/20260413T215237Z/run_manifest.json;outputs/comparative_frontier_audit/20260413T215247Z/run_manifest.json;outputs/comparative_frontier_audit/20260413T215319Z/run_manifest.json;outputs/comparative_frontier_audit/20260413T221305Z/run_manifest.json;outputs/comparative_frontier_audit/20260414T000318Z/run_manifest.json;outputs/comparative_frontier_audit/20260414T001932Z/run_manifest.json;outputs/comparative_frontier_audit/20260414T001940Z/run_manifest.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_cross_slice_eval_<timestamp>/README.md,2,provenance_only,outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T153600Z/README.md;outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/README.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_cross_slice_eval_<timestamp>/case_level_selection.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T153600Z/case_level_selection.csv;outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/case_level_selection.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_cross_slice_eval_<timestamp>/control_degradation_cases.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T153600Z/control_degradation_cases.csv;outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/control_degradation_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_cross_slice_eval_<timestamp>/degradation_cases.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T153600Z/degradation_cases.csv;outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/degradation_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_cross_slice_eval_<timestamp>/improvement_cases.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T153600Z/improvement_cases.csv;outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/improvement_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_cross_slice_eval_<timestamp>/selector_comparison.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T153600Z/selector_comparison.csv;outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/selector_comparison.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_cross_slice_eval_<timestamp>/summary.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T153600Z/summary.csv;outputs/direct_reserve_candidate_scorer_cross_slice_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_dataset_<timestamp>/README.md,5,provenance_only,outputs/direct_reserve_candidate_scorer_dataset_20260426T150000Z/README.md;outputs/direct_reserve_candidate_scorer_dataset_20260426T153000Z/README.md;outputs/direct_reserve_candidate_scorer_dataset_20260426T153500Z/README.md;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION/README.md;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/README.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_dataset_<timestamp>/case_coverage.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_dataset_20260426T150000Z/case_coverage.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T153000Z/case_coverage.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T153500Z/case_coverage.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION/case_coverage.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/case_coverage.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_dataset_<timestamp>/dataset_summary.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_dataset_20260426T150000Z/dataset_summary.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T153000Z/dataset_summary.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T153500Z/dataset_summary.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION/dataset_summary.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/dataset_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_dataset_<timestamp>/examples.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_dataset_20260426T150000Z/examples.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T153000Z/examples.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T153500Z/examples.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION/examples.csv;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/examples.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_dataset_<timestamp>/feature_schema.json,5,provenance_only,outputs/direct_reserve_candidate_scorer_dataset_20260426T150000Z/feature_schema.json;outputs/direct_reserve_candidate_scorer_dataset_20260426T153000Z/feature_schema.json;outputs/direct_reserve_candidate_scorer_dataset_20260426T153500Z/feature_schema.json;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION/feature_schema.json;outputs/direct_reserve_candidate_scorer_dataset_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/feature_schema.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_degradation_analysis_<timestamp>/README.md,2,provenance_only,outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T153600Z/README.md;outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T_FRESH_GSM8K_SCORER_VALIDATION/README.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_degradation_analysis_<timestamp>/control_degradation_cases.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T153600Z/control_degradation_cases.csv;outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T_FRESH_GSM8K_SCORER_VALIDATION/control_degradation_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_degradation_analysis_<timestamp>/degradation_cases.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T153600Z/degradation_cases.csv;outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T_FRESH_GSM8K_SCORER_VALIDATION/degradation_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_degradation_analysis_<timestamp>/gold_present_missed_cases.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T153600Z/gold_present_missed_cases.csv;outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T_FRESH_GSM8K_SCORER_VALIDATION/gold_present_missed_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_degradation_analysis_<timestamp>/improvement_cases.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T153600Z/improvement_cases.csv;outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T_FRESH_GSM8K_SCORER_VALIDATION/improvement_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_degradation_analysis_<timestamp>/model_disagreement_cases.csv,2,provenance_only,outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T153600Z/model_disagreement_cases.csv;outputs/direct_reserve_candidate_scorer_degradation_analysis_20260426T_FRESH_GSM8K_SCORER_VALIDATION/model_disagreement_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/README.md,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/README.md;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/README.md;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/README.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/case_level_selection.csv,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/case_level_selection.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/case_level_selection.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/case_level_selection.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/degradation_cases.csv,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/degradation_cases.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/degradation_cases.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/degradation_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/failure_mode_summary.csv,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/failure_mode_summary.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/failure_mode_summary.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/failure_mode_summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/gold_present_subset_metrics.csv,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/gold_present_subset_metrics.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/gold_present_subset_metrics.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/gold_present_subset_metrics.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/improvement_cases.csv,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/improvement_cases.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/improvement_cases.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/improvement_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/selector_comparison.csv,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/selector_comparison.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/selector_comparison.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/selector_comparison.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/summary.csv,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/summary.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/summary.csv;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/summary.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_eval_<timestamp>/summary.json,3,provenance_only,outputs/direct_reserve_candidate_scorer_eval_20260426T150000Z/summary.json;outputs/direct_reserve_candidate_scorer_eval_20260426T153000Z/summary.json;outputs/direct_reserve_candidate_scorer_eval_20260426T_FRESH_GSM8K_SCORER_VALIDATION/summary.json,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/README.md,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/README.md;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/README.md;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/README.md;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/README.md;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/README.md,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/case_level_selection_metrics.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/case_level_selection_metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/case_level_selection_metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/case_level_selection_metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/case_level_selection_metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/case_level_selection_metrics.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/degradation_cases.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/degradation_cases.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/degradation_cases.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/degradation_cases.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/degradation_cases.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/degradation_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/improvement_cases.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/improvement_cases.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/improvement_cases.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/improvement_cases.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/improvement_cases.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/improvement_cases.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/metrics.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/metrics.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/metrics.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
outputs/direct_reserve_candidate_scorer_train_<timestamp>/model_comparison.csv,5,provenance_only,outputs/direct_reserve_candidate_scorer_train_20260426T150000Z/model_comparison.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153000Z/model_comparison.csv;outputs/direct_reserve_candidate_scorer_train_20260426T153500Z/model_comparison.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION/model_comparison.csv;outputs/direct_reserve_candidate_scorer_train_20260426T_FRESH_GSM8K_SCORER_VALIDATION_COMBINED/model_comparison.csv,consolidate interpretation in guide; retain evidence unless clearly duplicate debris
