path,size_bytes,size_mb
docs/HARD_PAIR_SUPERVISION_CLEANUP_NEXT_STEP.md,3377,0.0032
docs/HARD_REGION_EXACT_SUPERVISION_STATUS.md,7126,0.0068
docs/HIGH_BUDGET_K_SWEEP_EVAL_20260421T164449Z.md,2698,0.0026
docs/HISTORICAL_AND_ARCHIVE_POLICY.md,1484,0.0014
docs/HLE_INTEGRATION_STATUS_2026_04_19.md,1382,0.0013
docs/HPC_EXPERIMENTS_AND_TRAINING_BACKLOG.md,9031,0.0086
docs/HPC_ORACLE_LABEL_PILOT_LAUNCH_PROTOCOL_V1.md,7403,0.0071
docs/HUNDRED_CASE_CONDITIONAL_DEPTH3_GATE_EVAL_20260421T012435Z.md,2951,0.0028
docs/HUNDRED_CASE_HARD_EARLY_COVERAGE_DEPTH2_EVAL_20260421T005344Z.md,11114,0.0106
docs/HUNDRED_CASE_HARD_EARLY_COVERAGE_DEPTH3_EVAL_20260421T010733Z.md,11608,0.0111
docs/HUNDRED_CASE_HARD_EARLY_COVERAGE_DEPTH3_EVAL_20260421T020917Z.md,11852,0.0113
docs/HUNDRED_CASE_THREE_GATE_DESIGN_COMPARISON_20260421T013933Z.md,6357,0.0061
docs/HUNDRED_CURRENT_FULL_VS_BEST_FAILURE_STATISTICS_20260420T220416Z.md,7651,0.0073
docs/HUNDRED_THREE_GATE_DESIGN_COMPARISON_STRICT_PHASED_20260421T022459Z.md,6745,0.0064
docs/ICC_METALEVEL_DIAGNOSTIC_BRANCH_DEMOTION_2026_04_19.md,3216,0.0031
docs/ICC_REFINEMENT_AND_SUBTYPE_DIAGNOSIS_STATUS_2026_04_19.md,2128,0.0020
docs/IDEA_IMPLEMENTATION_MATRIX_2026_04_18.md,9520,0.0091
docs/INCUMBENT_CHALLENGER_COMMIT_FEASIBILITY_STATUS_2026_04_19.md,2082,0.0020
docs/INCUMBENT_CHALLENGER_COMMIT_INTERACTION_REFINEMENT_STATUS_2026_04_19.md,4008,0.0038
docs/INCUMBENT_CHALLENGER_COMMIT_VALIDATION_STATUS_2026_04_19.md,2647,0.0025
docs/INCUMBENT_CHALLENGER_METALEVEL_CONTROLLER_STATUS_2026_04_19.md,4015,0.0038
docs/INCUMBENT_CHALLENGER_NEAR_TIE_SINGLE_POINT_FINAL_STATUS_2026_04_19.md,2372,0.0023
docs/INCUMBENT_CHALLENGER_SELECTOR_REFINEMENT_STATUS_2026_04_19.md,2738,0.0026
docs/INSTABILITY_DECISION_COUPLING_STATUS_2026_04_18.md,6353,0.0061
docs/INTEGRATED_CONTROLLER_COMPONENT_ABLATION_20260422T170256Z.md,3238,0.0031
docs/INTEGRATED_CONTROLLER_COMPONENT_ABLATION_REPORT_2026_04_22.md,4029,0.0038
docs/INTERMEDIATE_RESULT_FAILURE_FIX_STATUS_2026_04_18.md,5434,0.0052
docs/INTERNAL_METHOD_FINAL_DECISION_PACKAGE_2026_04_22.md,4371,0.0042
docs/JOB_STATUS_2026_04_17.md,1616,0.0015
docs/L1_FEASIBILITY_AND_FAIRNESS_PASS_20260423T005455Z.md,2826,0.0027
docs/LATER_HEAVIER_STEPS.md,1860,0.0018
docs/LATEST_STATUS_AFTER_RECENT_PASSES_2026_04_18.md,7751,0.0074
docs/LEARNED_F2_TO_F3_GATE_EVAL_20260421T034409Z.md,4160,0.0040
docs/LEARNED_STATE_METACONTROLLER_HARDENING_REPORT_20260420T193512Z.md,2897,0.0028
docs/LEARNED_STATE_METACONTROLLER_REPORT_20260420T191232Z.md,3527,0.0034
docs/LEARNED_TWO_STAGE_COMPLEMENTARITY_AUDIT_AND_UPGRADE_STATUS.md,6902,0.0066
docs/LEARNED_TWO_STAGE_DEFERRAL_CALIBRATION_POLICY_STATUS.md,5088,0.0049
docs/LEARNING_HOW_HARD_TO_THINK_MODE_A_AUDIT_20260423.md,2874,0.0027
docs/LETS_VERIFY_STEP_BY_STEP_FINAL_STRENGTHENING_PASS_20260422T180000Z.md,3028,0.0029
docs/LOW_MARGINAL_GAIN_FAMILY_COOLDOWN_BOUNDED_EVAL_20260420T204432Z.md,3024,0.0029
docs/MAIN_BOTTLENECK_FOCUS_2026_04_18.md,1857,0.0018
docs/MAIN_TABLE_EXTERNAL_BASELINE_FAIRNESS_AUDIT_20260423T205134Z.md,6007,0.0057
docs/MANUSCRIPT_METHOD_VS_OPERATIONAL_DEFAULT.md,1088,0.0010
docs/MANUSCRIPT_SUPPORT_DASHBOARD.md,5071,0.0048
docs/MANUSCRIPT_SURFACE_COMPONENT_ABLATION_20260422T172218Z.md,2503,0.0024
docs/MANUSCRIPT_SURFACE_COMPONENT_ABLATION_REPORT_2026_04_22.md,3786,0.0036
docs/MARGINAL_COVERAGE_DIVERSITY_STATUS_2026_04_18.md,4323,0.0041
docs/MATCHED_SURFACE_EXPANDED_SEED_CONFIRMATION_2026_04_23.md,1869,0.0018
docs/MATCHED_SURFACE_MULTI_SEED_MAIN_COMPARISON_20260423T002000Z.md,1708,0.0016
docs/MATCHED_SURFACE_MULTI_SEED_MAIN_COMPARISON_20260423T203259Z.md,2120,0.0020
docs/MATCHED_SURFACE_MULTI_SEED_MAIN_COMPARISON_20260423T235900Z.md,1741,0.0017
docs/MATCHED_SURFACE_MULTI_SEED_STRICT_F3_ABLATION_20260423T120000Z.md,2632,0.0025
docs/METHOD_STATUS_INDEX.md,2444,0.0023
docs/MULTISTEP_BRANCH_UTILITY_TARGET_EXPERIMENT_STATUS_2026-04-17.md,5281,0.0050
docs/MULTISTEP_BRANCH_UTILITY_TARGET_VALIDATION_STATUS_2026-04-17.md,6830,0.0065
docs/NATURAL_LANGUAGE_FAILURE_CASEBOOK_DOMINANT_GROUP_2026_04_18.md,8933,0.0085
docs/NEAR_MISS_CORRECTION_EVAL_REPORT_20260420T184849Z.md,2763,0.0026
docs/NEAR_TIE_POINTWISE_EXPERT_STATUS.md,10570,0.0101
docs/NEAR_TIE_POLICY_STATUS.md,10432,0.0099
docs/NEURIPS_ARTIFACT_AUDIT.md,4088,0.0039
docs/NEURIPS_ARTIFACT_STATUS.md,2324,0.0022
docs/NEURIPS_CONTRIBUTION_POSITIONING_2026_04_18.md,8820,0.0084
docs/NEURIPS_FIGURES_TABLES_STATUS.md,2083,0.0020
docs/NEURIPS_FIGURE_AND_TABLE_AUDIT.md,3900,0.0037
docs/NEURIPS_FIGURE_CAPTION_STUBS.md,3539,0.0034
docs/NEURIPS_PAPER_ARTIFACTS.md,6966,0.0066
docs/NEURIPS_PAPER_ARTIFACT_AUDIT.md,4100,0.0039
docs/NEW_HUNDRED_NEWEST_VS_BEST_FAILURE_STATISTICS_20260421T032711Z.md,9833,0.0094
docs/NEW_PAPER_CURRENT_BOTTLENECKS.md,455,0.0004
docs/NEW_PAPER_CURRENT_STATUS.md,455,0.0004
docs/NEW_PAPER_NEXT_STEPS.md,455,0.0004
docs/NEW_PAPER_SAFE_CLAIMS.md,455,0.0004
docs/NEXT_LIGHTWEIGHT_STEPS.md,1945,0.0019
docs/NEXT_PAPER_SUMMARY_AND_GOALS.md,455,0.0004
docs/NEXT_PHASE_PLAN_2026_04_16.md,4759,0.0045
docs/NEXT_PHASE_TARGET_STABILIZATION.md,3572,0.0034
docs/OLD_VS_NEW_PAPER_TRACKS.md,762,0.0007
docs/ONE_PAGE_PAPER_STORY_2026_04_18.md,2518,0.0024
docs/OPENAI_REAL_MODEL_MAIN_RUN_AUDIT_20260424T160421Z.md,3528,0.0034
docs/OPENAI_REAL_MODEL_MAIN_RUN_AUDIT_20260424T160438Z.md,5688,0.0054
docs/OPENAI_REAL_MODEL_MAIN_RUN_AUDIT_20260424T160513Z.md,5750,0.0055
docs/OPERATIONAL_CONTROLLER_SPECIFICATION_FOR_MANUSCRIPT_20260424T164500Z.md,5127,0.0049
docs/ORACLE_CONTROLLER_BEHAVIOR_POLICY_METRICS_PROTOCOL_2026_04_15.md,4750,0.0045
docs/ORACLE_CONTROLLER_BEHAVIOR_SMOKE_TEST_2026_04_15.md,2664,0.0025
docs/ORACLE_DISTILLED_MATCHED_CONTROL_EVALUATION_PROTOCOL_2026_04_15.md,4294,0.0041
docs/ORACLE_DISTILLED_REGIME_BUNDLE_RUNNER_PROTOCOL_2026_04_15.md,2056,0.0020
docs/ORACLE_DISTILLED_STUDENT_TRAINING_PROTOCOL_V1.md,4237,0.0040
docs/ORACLE_LABEL_GENERATOR_HEAVY_PATH_NOTE_2026_04_15.md,3277,0.0031
docs/ORACLE_LABEL_GENERATOR_INTERFACE_CONTRACT_V1.md,5505,0.0052
docs/ORACLE_LABEL_GENERATOR_PROTOTYPE_V1_NOTE.md,2557,0.0024
docs/ORACLE_LABEL_PILOT_PRODUCTIONIZATION_NOTE_2026_04_15.md,5255,0.0050
docs/ORACLE_LABEL_PILOT_PROTOCOL_V1.md,4845,0.0046
docs/ORACLE_LABEL_PILOT_STATE_SELECTION_PROTOCOL_V1.md,4018,0.0038
docs/ORACLE_MATCHED_RATE_EVALUATION_PROTOCOL_2026_04_15.md,2843,0.0027
docs/ORACLE_MATCHED_RATE_FRONTIER_EVALUATION_PROTOCOL_2026_04_15.md,2964,0.0028
docs/ORACLE_MATCHED_RATE_FRONTIER_SMOKE_TEST_2026_04_15.md,2650,0.0025
docs/ORACLE_MATCHED_RATE_SMOKE_TEST_2026_04_15.md,2696,0.0026
docs/ORACLE_MISMATCH_STUDY_2026_04_18.md,1234,0.0012
docs/ORACLE_PHASE_EXECUTION_READINESS_2026_04_15.md,7188,0.0069
docs/ORACLE_PROXY_DEFER_TARGET_STATUS.md,2730,0.0026
docs/ORACLE_SELECTIVE_DISTILLATION_PLAN_V1.md,8486,0.0081
docs/OUTPUTS_INTERPRETATION_GUIDE.md,4306,0.0041
docs/PAPER_ARTIFACT_AUDIT_REPORT_2026_04_22.md,4697,0.0045
docs/PAPER_ARTIFACT_CLEANUP_REPORT_2026_04_21.md,3799,0.0036
docs/PAPER_ARTIFACT_MAP.md,4780,0.0046
docs/PAPER_BASELINE_HONESTY_STATUS.md,1623,0.0015
docs/PAPER_CLAIMS_AND_EVIDENCE_MAP.md,4050,0.0039
docs/PAPER_DIRECTION_NOTES.md,455,0.0004
docs/PAPER_FACING_BASELINE_COMPARISON_PACKAGE_20260422T231500Z.md,2876,0.0027
docs/PAPER_FIGURES_AND_TABLES_PLAN.md,3307,0.0032
docs/PAPER_MAIN_NUMERIC_RESULTS_BUNDLE_2026_04_20.md,3476,0.0033
docs/PAPER_METHOD_DECISION_BUNDLE_20260422T175142Z.md,2817,0.0027
docs/PAPER_METHOD_NAMING_POLICY.md,1651,0.0016
docs/PAPER_NAMING_CANONICALIZATION.md,2223,0.0021
docs/PAPER_OPEN_GAPS_AND_RISKS.md,4927,0.0047
docs/PAPER_POSITIONING_NOTE.md,3511,0.0033
docs/PAPER_REPRODUCTION_CHECKLIST.md,1612,0.0015
docs/PAPER_SOURCE_OF_TRUTH.md,2959,0.0028
docs/PAPER_START_HERE.md,1938,0.0018
docs/PAPER_TERMINOLOGY_CROSSWALK.md,1323,0.0013
docs/PARTIAL_ORDER_INCOMPARABILITY_PASS_STATUS_2026_04_17.md,6566,0.0063
docs/PENALIZED_MARGINAL_DEFER_TARGET_REGIME_NOTE_2026_04_17.md,2290,0.0022
docs/PENALIZED_TAU_CALIBRATION_PASS_2026_04_17.md,3151,0.0030
docs/PROBABILISTIC_BRANCH_VALUE_ALLOCATION_STATUS_2026_04_17.md,5538,0.0053
docs/PROJECT_MASTER_PLAN.md,5705,0.0054
docs/PROJECT_SITUATION_REPORT_2026_04_18.md,7224,0.0069
docs/PROJECT_STATE_AFTER_VALUE_TARGET_HARDENING_2026_04_19.md,6887,0.0066
docs/PUBLICATION_TABLES_AND_FINAL_EXPERIMENT_PACKAGE_20260422T235959Z.md,3651,0.0035
docs/QSTAR_PROVENANCE_AND_INTEGRATION_PASS_20260422T013736Z.md,4248,0.0041
docs/QSTAR_STYLE_ADAPTER_20260422T160000Z.md,2963,0.0028
docs/RANDOM_MATCHED_COVERAGE_BASELINE_PROTOCOL_2026_04_15.md,2730,0.0026
docs/RANK_INSTABILITY_STATUS_2026_04_18.md,5853,0.0056
docs/README.md,2349,0.0022
docs/REAL_MODEL_OURS_VS_EXTERNAL_VALIDATION_20260424T002900Z.md,1757,0.0017
docs/REAL_MODEL_OURS_VS_EXTERNAL_VALIDATION_20260424T_COHERE_REAL_MAIN.md,1971,0.0019
docs/REAL_MODEL_OURS_VS_EXTERNAL_VALIDATION_20260424T_OPENAI_REAL_MAIN.md,1989,0.0019
docs/REAL_MODEL_OURS_VS_EXTERNAL_VALIDATION_20260424T_OPENAI_REAL_MAIN_DRYCHECK.md,1989,0.0019
docs/REAL_MODEL_OURS_VS_EXTERNAL_VALIDATION_20260424T_OPENAI_REAL_SMOKE.md,1792,0.0017
docs/REAL_MODEL_OURS_VS_EXTERNAL_VALIDATION_README.md,1755,0.0017
docs/REAL_MODEL_TOKEN_ACCOUNTING_VALIDATION_20260424T120000Z_REAL_SMOKE.md,1079,0.0010
docs/REAL_MODEL_TOKEN_ACCOUNTING_VALIDATION_20260424T170000Z_SMALL_APPENDIX.md,2240,0.0021
docs/REFERENCES_AUDIT_AND_CURATION_2026_04_18.md,18659,0.0178
docs/REFERENCES_ORGANIZATION_2026_04_18.md,4805,0.0046
docs/REFRESHED_COMPARATIVE_FAILURE_REAUDIT_STATUS_2026_04_19.md,2442,0.0023
docs/REPEATED_RANDOM_MATCHED_CONTROL_PROTOCOL_2026_04_15.md,2152,0.0021
docs/REPOSITORY_AUDIT_AND_CLEANUP_2026_04_20.md,4719,0.0045
docs/REPOSITORY_AUDIT_AND_NEXT_STEP_2026_04_18.md,4023,0.0038
docs/REPOSITORY_CLEANUP_PASS_2026_04_23.md,2446,0.0023
docs/REPOSITORY_CLEANUP_STATUS_2026_04_18.md,5344,0.0051
docs/REPOSITORY_FRONT_DOOR_POLISH_AUDIT_2026_04_22.md,2405,0.0023
docs/REPOSITORY_MASTER_DASHBOARD_2026_04_18.md,8207,0.0078
docs/REPOSITORY_POLISH_AND_ORGANIZATION_2026_04_19.md,4669,0.0045
docs/REPOSITORY_POLISH_AND_ORGANIZATION_PASS_2026_04_23.md,2048,0.0020
docs/REPOSITORY_POLISH_AUDIT_2026_04_23.md,2336,0.0022
docs/REPOSITORY_POLISH_PASS_2026_04_17.md,3641,0.0035
docs/REPOSITORY_POLISH_SUMMARY_2026_04_23.md,2079,0.0020
docs/REPOSITORY_START_PATHS.md,3868,0.0037
docs/REPO_CLEANUP_AUDIT_2026_04_16.md,6521,0.0062
docs/REPO_MAP.md,2262,0.0022
docs/REPO_ORGANIZATION_AND_NEXT_STEPS_2026_04_16.md,5320,0.0051
docs/REPO_POLISH_PASS_2026_04_15.md,2295,0.0022
docs/RESEARCH_AND_EXECUTION_LOG_2026_04_18.md,6584,0.0063
docs/RESEARCH_IDEAS_AND_NEXT_STEPS_2026_04_18.md,6293,0.0060
docs/RESEARCH_TAKEAWAYS_ON_TARGET_DESIGN_AND_SELECTIVE_ALLOCATION_2026_04_18.md,7332,0.0070
docs/RESEARCH_TAKEAWAYS_ON_VALUE_TARGETS_AND_ABSTENTION_2026_04_18.md,6546,0.0062
docs/RESEARCH_UPGRADE_NOTE_2026_04_17.md,3311,0.0032
docs/REST_MCTS_FINAL_STRENGTHENING_PASS_20260422T120000Z.md,3379,0.0032
docs/REST_MCTS_PARTIAL_RUNNABLE_INTEGRATION_20260421T225645Z.md,5533,0.0053
docs/RICH_FAILURE_CASEBOOK_WITH_REASONING_TRACES_2026_04_18.md,11787,0.0112
docs/ROBUSTNESS_BUDGET_STABILITY_AND_FAILURE_MECHANISMS_20260422T042734Z.md,3205,0.0031
docs/ROBUSTNESS_BUDGET_STABILITY_AND_FAILURE_MECHANISMS_20260422T045249Z.md,5473,0.0052
docs/S1_MATCHED_SURFACE_FAIRNESS_CLOSURE_20260423T151500Z.md,2067,0.0020
docs/SCIENCE_ANCHOR_ROBUSTNESS_GPQA_2026_04_23.md,2797,0.0027
docs/SCIENCE_ANCHOR_ROBUSTNESS_GPQA_DIAMOND_20260423.md,3950,0.0038
docs/SCIENCE_ANCHOR_ROBUSTNESS_GPQA_DIAMOND_BROADER_SEEDS_20260423.md,5586,0.0053
docs/SCIENCE_AUGMENTED_MATCHED_SURFACE_DECISION_RERUN_20260423.md,5482,0.0052
docs/SCORING_POLICY_SELECTION_REFERENCES_2026_04_21.md,3336,0.0032
docs/SELECTION_SCORING_POLICY_EVAL_20260421T173113Z.md,4626,0.0044
docs/SELF_CONSISTENCY_ADVANTAGE_CASEBOOK_2026_04_18.md,15751,0.0150
docs/SELF_CONSISTENCY_HYBRID_BROAD_EVAL_STATUS_2026_04_18.md,3540,0.0034
docs/SELF_CONSISTENCY_INSPIRED_HYBRID_STATUS_2026_04_18.md,5036,0.0048
docs/SIMPLE_SCALING_BASELINE_COVERAGE_DECISION_20260422T235959Z.md,1210,0.0012
docs/SOFT_PROBABILISTIC_TIE_AWARE_BRANCH_COMPARISON_STATUS_2026_04_17.md,5730,0.0055
docs/STATEWISE_SUPERVISION_OBJECT_EXPERIMENT_STATUS_2026-04-17.md,6274,0.0060
docs/STOP_VS_ACT_DIRECTION.md,2684,0.0026
docs/STOP_VS_ACT_STATUS.md,6427,0.0061
docs/STRICT_COUPLED_NEAR_TIE_CONTROLLER_STATUS.md,6741,0.0064
docs/STRICT_COUPLED_NEAR_TIE_EXPERT_IMPROVEMENT_STATUS.md,5175,0.0049
docs/STRICT_COUPLED_TIE_AWARE_DEFERRED_EXPERT_IMPROVEMENT_STATUS.md,6031,0.0058
docs/STRICT_COUPLED_TIE_AWARE_LEARNED_TWO_STAGE_DEFERRAL_STATUS.md,6103,0.0058
docs/STRICT_COUPLED_TIE_AWARE_POSTHOC_DEFERRAL_STATUS.md,5146,0.0049
docs/STRICT_PHASED_HARD_EARLY_COVERAGE_REPORT_20260421T020917Z.md,4810,0.0046
docs/STRUCTURED_AMBIGUITY_FEATURES_STATUS.md,2237,0.0021
docs/STRUCTURED_AMBIGUITY_STATUS_2026_04_18.md,3010,0.0029
docs/SUPERVISION_TARGET_GAP_NOTE.md,3129,0.0030
docs/SVM_PAIRWISE_MARGIN_STATUS.md,1955,0.0019
docs/TALE_MATCHED_SURFACE_FAIRNESS_CLOSURE_20260423T160500Z.md,3283,0.0031
docs/TARGETED_FAILURE_BUNDLE_REPORT_20260420T183801Z.md,1994,0.0019
docs/TARGET_FIDELITY_BRANCH_COMPARISON_STATUS.md,7891,0.0075
docs/TARGET_SEMANTICS_UPSTREAM_EXPERIMENT_STATUS_2026_04_17.md,6962,0.0066
docs/TERNARY_OR_ABSTAIN_BRANCH_COMPARISON_STATUS.md,7552,0.0072
docs/TOP_PRIORITY_DATASET_EXPANSION_READINESS_2026_04_17.md,3895,0.0037
docs/TRAINING_FREE_DIFFICULTY_PROXIES_MODE_A_AUDIT_20260423.md,2422,0.0023
docs/TREE_PLV_FINAL_STRENGTHENING_PASS_20260422T200000Z.md,3142,0.0030
docs/TWENTY_CASE_CURRENT_FULL_IMPROVEMENT_REPORT_20260420T181131Z.md,1170,0.0011
docs/TWENTY_CASE_OLD_VS_CURRENT_TUNED_TREE_COMPARISON_2026_04_20.md,15123,0.0144
docs/TWENTY_DEFEAT_CASES_WITH_BRANCH_REASONING_2026_04_19.md,37418,0.0357
docs/TWENTY_DEFEAT_CASES_WITH_DISCOVERED_TREES_2026_04_19.md,38090,0.0363
docs/TWENTY_EXACT_CURRENT_FULL_METHOD_FAILURES_VS_BEST_2026_04_20.md,28417,0.0271
docs/TWENTY_EXACT_CURRENT_FULL_VS_BEST_FRESH_2026_04_20.md,33034,0.0315
docs/TWENTY_EXACT_CURRENT_TUNED_VS_SELF_CONSISTENCY_FAILURES_2026_04_20.md,40900,0.0390
docs/TWENTY_EXACT_OURS_VS_SELF_CONSISTENCY_TREE_COMPARISON_2026_04_20.md,33640,0.0321
docs/WHAT_IS_NOT_WORKING_NOW.md,2593,0.0025
docs/WHEN_SOLVE_WHEN_VERIFY_INTEGRATION_STATUS_20260421T050925Z.md,768,0.0007
docs/WHEN_SOLVE_WHEN_VERIFY_STRENGTHENING_PASS_2026_04_21.md,4846,0.0046
docs/WORKSTREAM_STATUS_AND_OPERATING_PLAN_2026_04_18.md,5801,0.0055
docs/WORST_REAL_FAILURE_CASEBOOK_WITH_REASONING_20260418.md,7338,0.0070
docs/adaptive_submodularity_source_verification_2026-04-13.md,5685,0.0054
docs/bai_source_verification_2026-04-13.md,5909,0.0056
docs/best_route_integration.md,5496,0.0052
docs/bounded_real_model_confirmation_20260423T235959Z_summary.json,937,0.0009
docs/branch_scoring_references_2026-04-13.bib,4635,0.0044
docs/canonical_exact_promoted_near_boundary_support_pass_2026_04_16_summary.json,12067,0.0115
docs/canonical_exact_promoted_near_boundary_support_pass_2026_04_16_v4_summary.json,12990,0.0124
docs/canonical_external_supervision_prm800k_boundary_sensitive_evaluation_pass_2026_04_16_summary.json,6879,0.0066
docs/canonical_external_supervision_prm800k_budget_aware_comparator_pass_2026_04_16_summary.json,4453,0.0042
docs/canonical_external_supervision_prm800k_budget_conditioned_comparator_semantics_pass_2026_04_16_summary.json,4706,0.0045
docs/canonical_external_supervision_prm800k_comparator_boundary_pass_2026_04_16_summary.json,2942,0.0028
docs/canonical_external_supervision_prm800k_comparator_boundary_recovery_execution_pass_2026_04_16_summary.json,7823,0.0075
docs/canonical_external_supervision_prm800k_exact_promoted_coverage_pass_2026_04_16_summary.json,2998,0.0029
docs/canonical_external_supervision_prm800k_hard_slice_coverage_pass_2026_04_16_summary.json,8774,0.0084
docs/canonical_external_supervision_prm800k_low_budget_exact_promoted_support_expansion_pass_2026_04_16_summary.json,4734,0.0045
docs/canonical_external_supervision_prm800k_pass_2026_04_16_summary.json,2808,0.0027
docs/canonical_external_supervision_prm800k_repair_pass_2026_04_16_summary.json,4381,0.0042
docs/canonical_external_supervision_prm800k_robustness_pass_2026_04_16_summary.json,16897,0.0161
docs/canonical_external_supervision_prm800k_transfer_alignment_pass_2026_04_16_summary.json,5184,0.0049
docs/canonical_external_supervision_prm800k_uncertainty_aware_pass_2026_04_16_summary.json,4138,0.0039
docs/canonical_extreme_low_budget_boundary_support_pass_2026_04_16_v5_summary.json,15082,0.0144
docs/canonical_protected_strata_artifact_recovery_execution_pass_2026_04_16_summary.json,15078,0.0144
docs/canonical_protected_strata_holdout_expansion_pass_2026_04_16_summary.json,2953,0.0028
docs/cascade_routing_integration.md,2406,0.0023
docs/compute_optimal_tts_integration.md,2340,0.0022
docs/conformal_thinking_integration.md,3072,0.0029
docs/conversation_summary_2026-04-12.md,8053,0.0077
docs/cross_controller_frontier.md,4753,0.0045
docs/current_experimental_status_2026-04-13.md,2396,0.0023
docs/dataset_addability_audit_2026_04_19.csv,2050,0.0020
docs/dataset_addability_audit_2026_04_19.json,4113,0.0039
docs/dataset_addability_hf_token_followup_2026_04_19.csv,1169,0.0011
docs/dataset_addability_hf_token_followup_2026_04_19.json,1577,0.0015
docs/dataset_experiment_readiness_status.md,2659,0.0025
docs/datasets_access.md,9509,0.0091
docs/external_baseline_completeness_report.md,8621,0.0082
docs/external_baseline_completeness_summary.csv,6200,0.0059
docs/external_baseline_completeness_summary.json,13597,0.0130
docs/external_baseline_paper_readiness_decision_matrix.csv,15209,0.0145
docs/external_baseline_paper_readiness_decision_matrix.json,36059,0.0344
docs/external_baseline_runnability_snapshot_2026_04_15.csv,2471,0.0024
docs/external_baseline_runnability_snapshot_2026_04_15.json,4426,0.0042
docs/frontier_target_construction_pipeline.md,3504,0.0033
docs/frontier_target_construction_schema.md,5018,0.0048
docs/hf_status_2026-04-13.md,729,0.0007
docs/hle_integration_report_2026_04_19.csv,770,0.0007
docs/hle_integration_report_2026_04_19.json,7047,0.0067
docs/imported_methodology_frontier_integration_report.md,5970,0.0057
docs/knapsack_source_verification_2026-04-13.md,5338,0.0051
docs/l1_baseline_integration.md,3687,0.0035
docs/learned_scorer_lessons_2026-04-13.md,5099,0.0049
docs/learning_how_hard_to_think_integration.md,2769,0.0026
docs/lets_verify_step_by_step_integration.md,2594,0.0025
docs/main_baselines.md,21957,0.0209
docs/main_datasets.md,9584,0.0091
docs/manuscript_support_index_2026-04-13.md,3102,0.0030
docs/metareasoning_source_verification_2026-04-13.md,5727,0.0055
docs/metareasoning_voc_foundations_2026-04-13.md,6083,0.0058
docs/mob_majority_of_bests_integration.md,2254,0.0021
docs/new_paper_anti_collapse_audit_note_2026-04-13.md,2207,0.0021
docs/new_paper_dataset_readiness_2026-04-14.md,2308,0.0022
docs/new_paper_difficulty_adaptive_allocation_note_2026-04-13.md,2025,0.0019
docs/new_paper_paradigm_controller_router_report_2026-04-13.md,2452,0.0023
docs/new_paper_real_model_comparative_frontier_report_2026-04-14.md,4239,0.0040
docs/next_experiment_pass_multi_action_2026-04-13.md,3621,0.0035
docs/next_research_step_2026-04-13.md,1288,0.0012
docs/openr_integration.md,2309,0.0022
docs/problem_statement.md,3938,0.0038
docs/project_direction_neurips_2026-04-13.md,1336,0.0013
docs/real_api_pilot_notes_2026-04-13.md,2529,0.0024
docs/related_work.md,1654,0.0016
docs/reports/dataset_experiment_readiness_report.csv,2187,0.0021
docs/reports/dataset_experiment_readiness_report.json,7098,0.0068
docs/repository_audit_2026-04-13.md,2241,0.0021
docs/research_plan.md,3574,0.0034
docs/research_status_2026-04-13.md,4163,0.0040
docs/rest_mcts_integration.md,2670,0.0025
docs/s1_baseline_integration.md,4102,0.0039
docs/s1_baseline_integration_note_2026_04_15.md,3537,0.0034
docs/s1_baseline_repo_facing_report_2026_04_15.md,1853,0.0018
docs/safe_claims_2026-04-13.md,3308,0.0032
docs/safe_manuscript_claims_2026-04-13.md,3314,0.0032
docs/tale_baseline_integration.md,4280,0.0041
docs/tale_baseline_repo_facing_report_2026_04_15.md,2089,0.0020
docs/theorem_program_2026-04-13.md,6218,0.0059
docs/theory_backbones_2026-04-13.md,7162,0.0068
docs/training_free_difficulty_proxies_integration.md,2390,0.0023
docs/tree_plv_integration.md,3151,0.0030
docs/when_solve_when_verify_integration.md,5256,0.0050
experiments/README.md,1045,0.0010
experiments/__init__.py,72,0.0001
experiments/adaptive_min_expand_note.md,1433,0.0014
experiments/ambiguous_branch_dataset_result_note.md,3090,0.0029
experiments/ambiguous_pair_targeted_experiment_result_note.md,2506,0.0024
experiments/branch_observability.py,13001,0.0124
experiments/branch_scorer_v3.py,17768,0.0169
experiments/branch_scorer_v3_result_note.md,1769,0.0017
experiments/branch_scorer_v4_result_note.md,2355,0.0022
experiments/branching.py,21823,0.0208
experiments/bruteforce_branch_allocator.py,107967,0.1030
experiments/bruteforce_branch_labels.py,24968,0.0238
experiments/bt_pairwise_branch_scorer_result_note.md,2155,0.0021
experiments/bt_reliability_weighted_branch_scorer_result_note.md,3877,0.0037
experiments/code_sandbox.py,2723,0.0026
experiments/comparative_frontier_audit_real_model_note.md,1611,0.0015
experiments/comparative_frontier_audit_result_note.md,2906,0.0028
experiments/comparative_frontier_audit_wulver_note.md,3713,0.0035
experiments/controllers.py,244068,0.2328
experiments/data.py,7551,0.0072
experiments/dataset_normalization.py,3835,0.0037
experiments/diversity_needed_feasibility.py,19853,0.0189
experiments/diversity_needed_feasibility_result_note_2026_04_19.md,3018,0.0029
experiments/eptree_baseline_note.md,1192,0.0011
experiments/external_reasoning_datasets.py,23894,0.0228
experiments/external_warmstart_branch_scorer_result_note.md,3122,0.0030
experiments/frontier_matrix_core.py,72537,0.0692
experiments/frontier_router.py,3266,0.0031
experiments/frontier_target_construction.py,30990,0.0296
experiments/hf_datasets.py,38214,0.0364
experiments/integrated_allocator_audit_result_note.md,2388,0.0023
