example_id,budget,method,runtime_method,prediction,is_correct,actions,expansions,absent_from_tree,present_not_selected,early_prefix,early_unique_answer_groups,early_repeated_family_expansions,early_repeated_family_expansion_rate,early_maturation_actions,early_gated_override_considered,early_gated_override_applied,early_gated_override_skipped_reason,early_gated_override_triggers
mock_11,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,74,1,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_12,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,78,0,6,6,0,0,3,1,2,1.0,0,0,0,disabled,
mock_13,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,27,0,5,5,0,0,3,1,1,0.5,0,0,0,disabled,
mock_14,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,63,0,6,6,0,0,3,1,2,1.0,0,0,0,disabled,
mock_15,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,15,1,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_16,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,29,0,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_17,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,22,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_0,6,external_l1_max,external_l1_max,88,0,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_1,6,external_l1_max,external_l1_max,85,1,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_2,6,external_l1_max,external_l1_max,105,0,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_3,6,external_l1_max,external_l1_max,45,0,5,5,0,0,3,0,0,1.0,0,0,0,,
mock_4,6,external_l1_max,external_l1_max,21,0,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_5,6,external_l1_max,external_l1_max,32,0,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_6,6,external_l1_max,external_l1_max,17,1,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_7,6,external_l1_max,external_l1_max,26,0,3,3,0,0,3,0,0,1.0,0,0,0,,
mock_8,6,external_l1_max,external_l1_max,52,1,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_9,6,external_l1_max,external_l1_max,78,1,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_10,6,external_l1_max,external_l1_max,46,0,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_11,6,external_l1_max,external_l1_max,71,0,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_12,6,external_l1_max,external_l1_max,77,0,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_13,6,external_l1_max,external_l1_max,29,1,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_14,6,external_l1_max,external_l1_max,57,0,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_15,6,external_l1_max,external_l1_max,13,0,3,3,0,0,3,0,0,1.0,0,0,0,,
mock_16,6,external_l1_max,external_l1_max,29,0,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_17,6,external_l1_max,external_l1_max,19,0,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_0,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,85,1,5,5,0,0,3,2,2,1.0,0,0,0,disabled,
mock_1,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,85,1,8,8,0,0,3,1,1,0.5,0,0,0,disabled,
mock_2,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,103,1,8,7,0,0,3,1,2,1.0,0,0,0,disabled,
mock_3,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,44,1,8,7,0,0,3,1,2,1.0,0,0,0,disabled,
mock_4,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,19,1,4,4,0,0,3,1,1,0.5,0,0,0,disabled,
mock_5,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,29,1,8,8,0,0,3,2,2,1.0,0,0,0,disabled,
mock_6,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,17,1,8,8,0,0,3,1,1,0.5,0,0,0,disabled,
mock_7,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,23,1,8,8,0,0,3,2,2,1.0,0,0,0,disabled,
mock_8,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,52,1,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_9,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,76,0,7,7,0,0,3,2,2,1.0,0,0,0,disabled,
mock_10,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,43,1,8,8,0,0,3,2,2,1.0,0,0,0,disabled,
mock_11,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,76,0,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_12,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,75,1,8,6,0,0,3,1,2,1.0,0,0,0,disabled,
mock_13,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,29,1,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_14,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,60,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_15,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,15,1,4,4,0,0,3,1,1,0.5,0,0,0,disabled,
mock_16,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,29,0,4,4,0,0,3,1,1,0.5,0,0,0,disabled,
mock_17,8,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,24,0,8,7,0,0,3,1,2,1.0,0,0,0,disabled,
mock_0,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,85,1,8,8,0,0,3,1,1,0.5,3,0,0,disabled,
mock_1,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,85,1,8,8,0,0,3,1,1,0.5,3,0,0,disabled,
mock_2,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,103,1,8,8,0,0,3,1,1,0.5,3,0,0,disabled,
mock_3,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,44,1,8,7,0,0,3,1,2,1.0,3,0,0,disabled,
mock_4,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,18,0,4,4,0,0,3,1,1,0.5,3,0,0,disabled,
mock_5,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,29,1,8,4,0,0,3,1,1,0.5,3,0,0,disabled,
mock_6,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,19,0,8,7,0,0,3,1,2,1.0,3,0,0,disabled,
mock_7,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,23,1,8,6,0,0,3,1,1,0.5,3,0,0,disabled,
mock_8,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,55,0,2,2,0,0,3,1,0,0.0,2,0,0,disabled,
mock_9,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,77,0,8,8,0,0,3,1,1,0.5,3,0,0,disabled,
mock_10,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,43,1,8,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_11,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,76,0,8,8,0,0,3,1,1,0.5,3,0,0,disabled,
mock_12,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,77,0,8,7,0,0,3,1,2,1.0,3,0,0,disabled,
mock_13,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,29,1,8,7,0,0,3,1,2,1.0,3,0,0,disabled,
mock_14,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,60,1,8,7,0,0,3,1,1,0.5,3,0,0,disabled,
mock_15,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,15,1,2,2,0,0,3,1,0,0.0,2,0,0,disabled,
mock_16,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,32,1,8,8,0,0,3,1,1,0.5,3,0,0,disabled,
mock_17,8,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,22,1,4,4,0,0,3,1,1,0.5,3,0,0,disabled,
mock_0,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,85,1,8,7,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_1,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,82,0,8,8,0,0,3,1,1,0.5,0,3,0,outside_early_prefix,
mock_2,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,103,1,8,8,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_3,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,44,1,8,7,0,0,3,1,1,0.5,0,3,0,outside_early_prefix,
mock_4,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,19,1,2,2,0,0,3,1,0,0.0,0,2,0,no_collapse_trigger,
mock_5,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,29,1,8,8,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_6,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,20,0,8,6,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_7,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,23,1,4,4,0,0,3,1,1,0.5,0,3,1,no_collapse_trigger,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_8,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,52,1,8,7,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_9,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,81,0,2,2,0,0,3,1,0,0.0,0,2,0,no_collapse_trigger,
mock_10,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,43,1,8,8,0,0,3,1,1,0.5,0,3,0,outside_early_prefix,
mock_11,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,74,1,2,2,0,0,3,1,0,0.0,0,2,0,no_collapse_trigger,
mock_12,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,77,0,2,2,0,0,3,1,0,0.0,0,2,0,no_collapse_trigger,
mock_13,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,26,0,8,8,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_14,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,60,1,2,2,0,0,3,1,0,0.0,0,2,0,no_collapse_trigger,
mock_15,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,18,0,8,6,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_16,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,32,1,8,8,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_17,8,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,22,1,8,7,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_0,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,85,1,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_1,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,88,0,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_2,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,105,0,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_3,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,42,0,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_4,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,17,0,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_5,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,29,1,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_6,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,16,0,8,8,0,0,3,2,2,1.0,0,0,0,disabled,
mock_7,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,23,1,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_8,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,54,0,8,7,0,0,3,1,2,1.0,0,0,0,disabled,
mock_9,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,77,0,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_10,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,43,1,8,8,0,0,3,2,2,1.0,0,0,0,disabled,
mock_11,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,74,1,8,7,0,0,3,2,2,1.0,0,0,0,disabled,
mock_12,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,75,1,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_13,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,29,1,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_14,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,60,1,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_15,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,15,1,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_16,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,35,0,8,8,0,0,3,1,2,1.0,0,0,0,disabled,
mock_17,8,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,22,1,8,7,0,0,3,2,2,1.0,0,0,0,disabled,
mock_0,8,external_l1_max,external_l1_max,85,1,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_1,8,external_l1_max,external_l1_max,85,1,4,4,0,0,3,0,0,1.0,0,0,0,,
mock_2,8,external_l1_max,external_l1_max,103,1,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_3,8,external_l1_max,external_l1_max,43,0,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_4,8,external_l1_max,external_l1_max,19,1,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_5,8,external_l1_max,external_l1_max,26,0,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_6,8,external_l1_max,external_l1_max,18,0,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_7,8,external_l1_max,external_l1_max,21,0,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_8,8,external_l1_max,external_l1_max,51,0,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_9,8,external_l1_max,external_l1_max,81,0,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_10,8,external_l1_max,external_l1_max,43,1,1,1,0,0,3,0,0,0.0,0,0,0,,
mock_11,8,external_l1_max,external_l1_max,74,1,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_12,8,external_l1_max,external_l1_max,75,1,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_13,8,external_l1_max,external_l1_max,27,0,6,6,0,0,3,0,0,1.0,0,0,0,,
mock_14,8,external_l1_max,external_l1_max,62,0,3,3,0,0,3,0,0,1.0,0,0,0,,
mock_15,8,external_l1_max,external_l1_max,15,1,2,2,0,0,3,0,0,1.0,0,0,0,,
mock_16,8,external_l1_max,external_l1_max,33,0,4,4,0,0,3,0,0,1.0,0,0,0,,
mock_17,8,external_l1_max,external_l1_max,22,1,1,1,0,0,3,0,0,0.0,0,0,0,,
