policy,threshold,example_id,seed,budget,base_answer,learned_answer,final_answer,gold_answer,override,base_ok,final_ok,improvement,degradation,control_degradation
margin_plus_base_uncertain,0.05,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
safe_union,0.05,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_only,0.10,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_plus_support,0.10,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
safe_union,0.10,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_only,0.20,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_plus_support,0.20,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
safe_union,0.20,openai_gsm8k_19,37,4,140000,140000,140000,140000,0,1,1,0,0,0
margin_only,0.00,openai_gsm8k_2,37,4,450,650,650,450,1,1,0,0,1,0
margin_plus_support,0.00,openai_gsm8k_2,37,4,450,650,650,450,1,1,0,0,1,0
margin_plus_cross_method,0.00,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_base_uncertain,0.00,openai_gsm8k_2,37,4,450,650,650,450,1,1,0,0,1,0
safe_union,0.00,openai_gsm8k_2,37,4,450,650,650,450,1,1,0,0,1,0
margin_only,0.02,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_support,0.02,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_cross_method,0.02,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_base_uncertain,0.02,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
safe_union,0.02,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_only,0.05,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_support,0.05,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_cross_method,0.05,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_base_uncertain,0.05,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
safe_union,0.05,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_only,0.10,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_support,0.10,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
safe_union,0.10,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_only,0.20,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_support,0.20,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
safe_union,0.20,openai_gsm8k_2,37,4,450,650,450,450,0,1,1,0,0,0
margin_only,0.00,openai_gsm8k_3,37,4,10,13.33,13.33,10,1,1,0,0,1,0
margin_plus_support,0.00,openai_gsm8k_3,37,4,10,13.33,13.33,10,1,1,0,0,1,0
margin_plus_cross_method,0.00,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_base_uncertain,0.00,openai_gsm8k_3,37,4,10,13.33,13.33,10,1,1,0,0,1,0
safe_union,0.00,openai_gsm8k_3,37,4,10,13.33,13.33,10,1,1,0,0,1,0
margin_only,0.02,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_support,0.02,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_cross_method,0.02,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_base_uncertain,0.02,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
safe_union,0.02,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_only,0.05,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_support,0.05,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_cross_method,0.05,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_base_uncertain,0.05,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
safe_union,0.05,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_only,0.10,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_support,0.10,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
safe_union,0.10,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_only,0.20,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_support,0.20,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
safe_union,0.20,openai_gsm8k_3,37,4,10,13.33,10,10,0,1,1,0,0,0
margin_only,0.00,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_support,0.00,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_cross_method,0.00,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_base_uncertain,0.00,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
safe_union,0.00,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_only,0.02,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_support,0.02,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_cross_method,0.02,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_base_uncertain,0.02,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
safe_union,0.02,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_only,0.05,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_support,0.05,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_cross_method,0.05,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_base_uncertain,0.05,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
safe_union,0.05,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_only,0.10,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_support,0.10,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
safe_union,0.10,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_only,0.20,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_support,0.20,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
safe_union,0.20,openai_gsm8k_4,37,4,35,35,35,35,0,1,1,0,0,0
margin_only,0.00,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_support,0.00,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_cross_method,0.00,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_base_uncertain,0.00,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
safe_union,0.00,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_only,0.02,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_support,0.02,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_cross_method,0.02,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_base_uncertain,0.02,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
safe_union,0.02,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_only,0.05,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_support,0.05,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_cross_method,0.05,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_base_uncertain,0.05,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
safe_union,0.05,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_only,0.10,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_support,0.10,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
safe_union,0.10,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_only,0.20,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_support,0.20,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
safe_union,0.20,openai_gsm8k_5,37,4,280,280,280,280,0,1,1,0,0,0
margin_only,0.00,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_support,0.00,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_cross_method,0.00,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_base_uncertain,0.00,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
safe_union,0.00,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_only,0.02,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_support,0.02,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_cross_method,0.02,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_base_uncertain,0.02,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
safe_union,0.02,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_only,0.05,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_support,0.05,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_cross_method,0.05,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_base_uncertain,0.05,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
safe_union,0.05,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_only,0.10,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_support,0.10,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
safe_union,0.10,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_only,0.20,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_support,0.20,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
safe_union,0.20,openai_gsm8k_6,37,4,33.5,33.5,33.5,32,0,0,0,0,0,0
margin_only,0.00,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_support,0.00,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_cross_method,0.00,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_base_uncertain,0.00,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
safe_union,0.00,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_only,0.02,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_support,0.02,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_cross_method,0.02,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_base_uncertain,0.02,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
safe_union,0.02,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_only,0.05,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_support,0.05,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_cross_method,0.05,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_base_uncertain,0.05,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
safe_union,0.05,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_only,0.10,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_support,0.10,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
safe_union,0.10,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_only,0.20,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_support,0.20,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
safe_union,0.20,openai_gsm8k_7,37,4,60,60,60,60,0,1,1,0,0,0
margin_only,0.00,openai_gsm8k_8,37,4,9,6,6,9,1,1,0,0,1,1
margin_plus_support,0.00,openai_gsm8k_8,37,4,9,6,6,9,1,1,0,0,1,1
margin_plus_cross_method,0.00,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_base_uncertain,0.00,openai_gsm8k_8,37,4,9,6,6,9,1,1,0,0,1,1
safe_union,0.00,openai_gsm8k_8,37,4,9,6,6,9,1,1,0,0,1,1
margin_only,0.02,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_support,0.02,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_cross_method,0.02,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_base_uncertain,0.02,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
safe_union,0.02,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_only,0.05,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_support,0.05,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_cross_method,0.05,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_base_uncertain,0.05,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
safe_union,0.05,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_only,0.10,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_support,0.10,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
safe_union,0.10,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_only,0.20,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_support,0.20,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
safe_union,0.20,openai_gsm8k_8,37,4,9,6,9,9,0,1,1,0,0,0
margin_only,0.00,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_support,0.00,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_cross_method,0.00,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_base_uncertain,0.00,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
safe_union,0.00,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_only,0.02,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_support,0.02,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_cross_method,0.02,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_base_uncertain,0.02,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
safe_union,0.02,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_only,0.05,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_support,0.05,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_cross_method,0.05,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_base_uncertain,0.05,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
safe_union,0.05,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_only,0.10,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_support,0.10,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_cross_method,0.10,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_base_uncertain,0.10,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
safe_union,0.10,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_only,0.20,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_support,0.20,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_cross_method,0.20,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
margin_plus_base_uncertain,0.20,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
safe_union,0.20,openai_gsm8k_9,37,4,12,12,12,12,0,1,1,0,0,0
