provider,model,dataset,dataset_label,example_id,gold_answer,frontier_answer,fta_answer,l1_answer,s1_answer,tale_answer,frontier_correct,fta_correct,l1_correct,s1_correct,tale_correct,external3_correct,pooled4_correct,gold_in_frontier_tree,fta_policy_applied,fix2_applied,fix4_applied,fix2_reason,fix4_reason,source_files,fta_change_type
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_292,6,6,12,12,12,12,1,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,regression
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_297,2,0,1,2,4,1,0,0,1,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_32,11,1,0,0,0,0,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_34,29,29,1212,29,58,1212,1,0,1,0,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,regression
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_38,56,0.1666666667,5,1,a,5,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_4,9,9,we can start by rewriting the first equation as: we can start by rewriting the first equation as: we can start by rewriting the first equation as: we can start by rewriting the first equation as: we can start by rewriting the first equation as:,11,12,we can start by rewriting the first equation as: we can start by rewriting the first equation as: we can start by rewriting the first equation as: we can start by rewriting the first equation as: we can start by rewriting the first equation as:,1,0,0,0,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,regression
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_43,16,11,13,64,31,13,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_45,7,85,2,1.166,0,2,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_46,19,0.7619047619,5.5,9,0.5555555556,5.5,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_47,28,32,124,124,32,124,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_52,30,18.43,a,13,14,a,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_54,672,8.4e-05,847406.25,-5,1.68e-05,847406.25,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_58,348,31200,27600,27600,28767,27600,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_6,34,91,50,-7.5,49,50,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_60,\pi,-pi,6,6,1,6,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_61,501,1000,1,996,1,1,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_63,8,7,8,8,7,8,0,1,1,0,1,1,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,rescue
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_64,43,1.333333333,1.3333,1.333333333,1.333333333,43,0,0,0,0,1,0,0,1,original,False,False,not_triggered,externals_not_unanimous_or_missing,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_67,-50,-1,0,0,100,0,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_69,40,44,2,19.664,7,2,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_7,2,2,0.225,0.6,0.15,0.225,1,0,0,0,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,regression
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_70,11,60,66,23,32,66,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_71,440,126,36,5,54,36,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_73,28,16,90,21,0,90,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_77,8,0.25,18,0.25,1,18,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_78,16,0.1299,0.125,1,0.704,0.125,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_79,144,24,21,24,20,21,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_80,350,350,400,300,350,400,1,0,0,1,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,regression
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_83,10,18,5,2,8,5,0,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_85,0,10,5.5,6,1,5.5,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_86,19,5,12,10,14,12,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_87,96,139,model_step_missing model_step_missing model_step_missing we can use the distributive property of the cross product to simplify the expression: we can use the distributive property of the cross product to expand the expression: we can use the distributive property of the cross product to expand the expression:,\begin{pmatrix,"we can use the properties of the cross product to simplify the expression. first, we distribute the scalar multiplication: wait (forced-continue) this gives us: model_step_missing we can use the distributive property of the cross product to simplify the expression: we can use the distributive property of the cross product to simplify the expression: we can use the distributive property of the cross product to simplify the expression:",model_step_missing model_step_missing model_step_missing we can use the distributive property of the cross product to simplify the expression: we can use the distributive property of the cross product to expand the expression: we can use the distributive property of the cross product to expand the expression:,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_88,-256,10,-64,-64,-64,32,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_89,40,1764,36.43,3,4,36.43,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_9,4,0,2,0.3333333333,4,2,0,0,0,1,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_90,2,2,5,5,5,5,1,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,regression
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_92,13,0.37215,0.6,0.5,-16,0.6,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_93,8,0,-0.75,0,2,-0.75,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_95,64,45,256,1,84,256,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_96,504,1,6,2016,2,6,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_97,3,1,5.098,100,4.065,5.098,0,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_98,12,37.6991185,37.7,37.7,37.7,37.69911184,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_99,-1,2,-1,0,2,-1,0,1,0,0,1,1,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,rescue
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_10,c,b,c,c,c,c,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,rescue
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_103,c,a,b,b,b,b,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_107,d,d,c,,c,c,1,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,regression
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_109,a,c,b,a,b,b,0,0,1,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_14,d,a,c,d,b,c,0,0,1,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_140,b,b,c,c,c,c,1,0,0,0,0,0,0,1,fix4,False,True,not_triggered,external_unanimous_consensus_over_direct_frontier_agree,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,regression
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_143,a,b,d,d,b,d,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_151,b,c,d,c,b,d,0,0,0,1,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_158,d,b,c,c,c,d,0,0,0,0,1,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_161,a,d,c,d,c,c,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_165,b,b,a,a,a,a,1,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,regression
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_166,b,a,b,b,b,b,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,rescue
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_167,a,c,d,b,a,d,0,0,0,1,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_168,a,,d,d,d,d,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_171,c,,b,b,b,c,0,0,0,0,1,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_172,a,c,b,a,c,b,0,0,1,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_178,c,c,d,c,b,d,1,0,1,0,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,regression
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_179,b,c,a,d,b,a,0,0,0,1,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_180,b,b,d,d,d,d,1,0,0,0,0,0,0,1,fix4,False,True,not_triggered,external_unanimous_consensus_over_direct_frontier_agree,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,regression
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_181,a,b,a,d,a,a,0,1,0,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,rescue
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_183,a,c,a,c,a,a,0,1,0,1,1,1,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,rescue
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_186,d,a,c,a,c,c,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_187,c,c,d,d,d,d,1,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,regression
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_189,a,a,c,a,b,c,1,0,1,0,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,regression
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_192,d,c,d,d,d,a,0,1,1,1,0,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,rescue
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_197,d,b,c,d,b,c,0,0,1,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_2,c,d,b,a,c,b,0,0,0,1,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_24,a,c,b,,a,b,0,0,0,1,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_29,a,c,b,b,,b,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_3,c,c,b,d,c,b,1,0,0,1,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,regression
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_40,a,b,d,d,b,d,0,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_45,b,a,b,b,b,b,0,1,1,1,1,1,1,1,fix4,False,True,not_triggered,external_unanimous_consensus_over_direct_frontier_agree,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,rescue
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_51,b,a,d,a,d,d,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_52,c,d,b,b,c,b,0,0,0,1,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,gpqa_diamond,GPQA-MCQ,Idavidrein_gpqa_68,a,d,a,a,d,a,0,1,1,0,1,1,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/cohere_gpqa_complete198_sanitized_view_20260705/per_example_records.sanitized.jsonl,rescue
